Tag,Chromophore,Solvent,epsilon,Absorption max (nm),Emission max (nm),Reference
14082,CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,36.0,496.0,511.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14083,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,1.89,506.0,520.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14085,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,7.47,504.0,514.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14089,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,36.0,504.0,519.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14090,CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,1.89,498.0,511.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14092,CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,7.47,500.0,514.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14096,CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,36.0,496.0,511.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14097,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,1.89,508.0,520.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14099,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,7.47,507.0,528.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14103,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,36.0,505.0,534.0,https://doi.org/10.1016/j.dyepig.2017.10.018
14122,CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1,C1CCCCC1,2.02,484.9660524,489.2367906,https://doi.org/10.1016/S1010-6030(00)00308-7
14123,CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1,CCCCCC,1.89,483.0917874,489.4762604,https://doi.org/10.1016/S1010-6030(00)00308-7
14125,CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1,C1COCCO1,2.27,488.997555,498.0079681,https://doi.org/10.1016/S1010-6030(00)00308-7
14127,CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1,CC(C)O,20.33,485.9086492,509.1649695,https://doi.org/10.1016/S1010-6030(00)00308-7
14128,CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1,CC#N,36.0,488.997555,508.9058524,https://doi.org/10.1016/S1010-6030(00)00308-7
14130,CC1(C)Cc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)C2)O1,C1CCCCC1,2.02,451.059991,454.3389368,https://doi.org/10.1016/S1010-6030(00)00308-7
14131,CC1(C)Cc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)C2)O1,CCCCCC,1.89,450.0450045,454.1326067,https://doi.org/10.1016/S1010-6030(00)00308-7
14133,CC1(C)Cc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)C2)O1,C1COCCO1,2.27,453.9264639,462.1072089,https://doi.org/10.1016/S1010-6030(00)00308-7
14135,CC1(C)Cc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)C2)O1,CC(C)O,20.33,452.079566,469.2632567,https://doi.org/10.1016/S1010-6030(00)00308-7
14136,CC1(C)Cc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)C2)O1,CC#N,36.0,454.9590537,471.9207173,https://doi.org/10.1016/S1010-6030(00)00308-7
14138,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,CCCCCC,1.89,452.079566,457.0383912,https://doi.org/10.1016/S1010-6030(00)00308-7
14140,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,C1COCCO1,2.27,459.9816007,470.3668862,https://doi.org/10.1016/S1010-6030(00)00308-7
14142,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,C1CCOC1,7.47,458.0852038,467.2897196,https://doi.org/10.1016/S1010-6030(00)00308-7
14143,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,CN(C)C=O,37.06,458.9261129,477.0992366,https://doi.org/10.1016/S1010-6030(00)00308-7
14144,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,CC(C)O,20.33,454.9590537,475.0593824,https://doi.org/10.1016/S1010-6030(00)00308-7
14145,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,CC#N,36.0,459.9816007,477.0992366,https://doi.org/10.1016/S1010-6030(00)00308-7
14147,CC1(C)CCc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)CC2)O1,C1CCCCC1,2.02,431.0344828,434.9717268,https://doi.org/10.1016/S1010-6030(00)00308-7
14148,CC1(C)CCc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)CC2)O1,CCCCCC,1.89,429.9226139,434.2162397,https://doi.org/10.1016/S1010-6030(00)00308-7
14150,CC1(C)CCc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)CC2)O1,C1COCCO1,2.27,434.9717268,443.2624113,https://doi.org/10.1016/S1010-6030(00)00308-7
14152,CC1(C)CCc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)CC2)O1,CC(C)O,20.33,431.9654428,448.0286738,https://doi.org/10.1016/S1010-6030(00)00308-7
14153,CC1(C)CCc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)CC2)O1,CC#N,36.0,434.9717268,449.0345757,https://doi.org/10.1016/S1010-6030(00)00308-7
14154,CC1(C)Cc2c(c3ccccc3c3nc4ccccc4nc23)O1,C1CCCCC1,2.02,455.996352,475.9638267,https://doi.org/10.1016/S1010-6030(00)00308-7
14157,CC1(C)Cc2c(c3ccccc3c3nc4ccccc4nc23)O1,C1CCOC1,7.47,459.9816007,505.0505051,https://doi.org/10.1016/S1010-6030(00)00308-7
14158,CC1(C)Cc2c(c3ccccc3c3nc4ccccc4nc23)O1,CN(C)C=O,37.06,457.0383912,521.9206681,https://doi.org/10.1016/S1010-6030(00)00308-7
14160,CC1(C)CCc2c(c3ccccc3c3nc4ccccc4nc23)O1,C1CCCCC1,2.02,429.9226139,459.9816007,https://doi.org/10.1016/S1010-6030(00)00308-7
14163,CC1(C)CCc2c(c3ccccc3c3nc4ccccc4nc23)O1,C1CCOC1,7.47,434.0277778,483.0917874,https://doi.org/10.1016/S1010-6030(00)00308-7
14164,CC1(C)CCc2c(c3ccccc3c3nc4ccccc4nc23)O1,CN(C)C=O,37.06,438.9815628,501.002004,https://doi.org/10.1016/S1010-6030(00)00308-7
14166,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,C1CCCCC1,2.02,423.0118443,431.0344828,https://doi.org/10.1016/S1010-6030(00)00308-7
14167,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,CCCCCC,1.89,422.1190376,430.6632214,https://doi.org/10.1016/S1010-6030(00)00308-7
14169,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,C1COCCO1,2.27,424.9893753,449.4382022,https://doi.org/10.1016/S1010-6030(00)00308-7
14171,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,C1CCOC1,7.47,426.9854825,448.8330341,https://doi.org/10.1016/S1010-6030(00)00308-7
14172,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,CN(C)C=O,37.06,423.0118443,458.2951421,https://doi.org/10.1016/S1010-6030(00)00308-7
14173,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,CC(C)O,20.33,423.0118443,464.2525534,https://doi.org/10.1016/S1010-6030(00)00308-7
14174,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,CC#N,36.0,423.0118443,457.0383912,https://doi.org/10.1016/S1010-6030(00)00308-7
14176,CCCCCCCCCCCCOc1cc(C(=O)Nc2ccc(-c3ccc4c(c3)C(=O)c3ccccc3-4)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,C1CCOC1,7.47,432.0,529.0,https://doi.org/10.1016/j.dyepig.2018.10.006
14177,CCCCCCCCCCCCOc1cc(C(=O)Nc2ccc(-c3ccc4c(c3)C(=O)c3cc(-c5ccc(NC(=O)c6cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c6)cc5)ccc3-4)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,C1CCOC1,7.47,447.0,542.0,https://doi.org/10.1016/j.dyepig.2018.10.006
14178,O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c(c2)c2cc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)ccc2n3-c2ccccc2)cc1,CCCCCC,1.89,343.0,377.0,https://doi.org/10.1016/j.jlumin.2015.11.012
14181,O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c(c2)c2cc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)ccc2n3-c2ccccc2)cc1,CN(C)C=O,37.06,345.0,431.0,https://doi.org/10.1016/j.jlumin.2015.11.012
14183,O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c4ccc(-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4n(-c4ccccc4)c3c2)cc1,CCCCCC,1.89,334.0,409.0,https://doi.org/10.1016/j.jlumin.2015.11.012
14186,O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c4ccc(-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4n(-c4ccccc4)c3c2)cc1,CN(C)C=O,37.06,341.0,437.0,https://doi.org/10.1016/j.jlumin.2015.11.012
14194,CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,C1CCOC1,7.47,410.0,539.0,https://doi.org/10.1016/j.optmat.2018.05.063
14197,CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,CC#N,36.0,416.0,580.0,https://doi.org/10.1016/j.optmat.2018.05.063
14198,CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,CN(C)C=O,37.06,423.0,581.0,https://doi.org/10.1016/j.optmat.2018.05.063
14201,Cn1nc(-c2ccccc2)c2nc3cc(F)ccc3nc21,C1CCCCC1,2.02,426.0,486.0,https://doi.org/10.1016/j.jlumin.2018.02.037
14202,Cn1nc(-c2ccccc2)c2nc3cc(F)ccc3nc21,C1CCOC1,7.47,425.0,520.0,https://doi.org/10.1016/j.jlumin.2018.02.037
14203,Cn1nc(-c2ccccc2)c2nc3cc(F)ccc3nc21,CC#N,36.0,424.0,535.0,https://doi.org/10.1016/j.jlumin.2018.02.037
14204,Cn1nc(-c2ccccc2)c2nc3cc(Cl)ccc3nc21,C1CCCCC1,2.02,428.0,487.0,https://doi.org/10.1016/j.jlumin.2018.02.037
14205,Cn1nc(-c2ccccc2)c2nc3cc(Cl)ccc3nc21,C1CCOC1,7.47,429.0,519.0,https://doi.org/10.1016/j.jlumin.2018.02.037
14206,Cn1nc(-c2ccccc2)c2nc3cc(Cl)ccc3nc21,CC#N,36.0,427.0,540.0,https://doi.org/10.1016/j.jlumin.2018.02.037
14217,Nc1ncnc2c1c(C#Cc1c3ccccc3cc3ccccc13)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,CC#N,36.0,405.0,468.0,https://doi.org/10.1016/j.tetlet.2013.02.063
14222,Nc1ncnc2c1c(C#Cc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,CC#N,36.0,318.0,400.0,https://doi.org/10.1016/j.tetlet.2013.02.063
14227,N#Cc1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,CC#N,36.0,345.0,494.0,https://doi.org/10.1016/j.tetlet.2013.02.063
14232,CC(=O)c1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,CC#N,36.0,344.0,508.0,https://doi.org/10.1016/j.tetlet.2013.02.063
14236,CN(C)c1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,C1CCOC1,7.47,335.0,418.0,https://doi.org/10.1016/j.tetlet.2013.02.063
14237,CN(C)c1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,CC#N,36.0,336.0,432.0,https://doi.org/10.1016/j.tetlet.2013.02.063
14238,CN(C)c1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,CC(C)O,20.33,333.0,419.0,https://doi.org/10.1016/j.tetlet.2013.02.063
14310,CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccccc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O,37.06,579.0,716.0,https://doi.org/10.1016/j.jphotochem.2017.09.026
14311,CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O,37.06,592.0,722.0,https://doi.org/10.1016/j.jphotochem.2017.09.026
14312,CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O,37.06,590.0,720.0,https://doi.org/10.1016/j.jphotochem.2017.09.026
14313,F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CCCCCC,1.89,412.0,487.0,https://doi.org/10.1016/j.tet.2012.04.052
14314,F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1CCCCC1,2.02,412.0,486.0,https://doi.org/10.1016/j.tet.2012.04.052
14315,F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1CCOC1,7.47,394.0,509.0,https://doi.org/10.1016/j.tet.2012.04.052
14317,F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1COCCO1,2.27,394.0,509.0,https://doi.org/10.1016/j.tet.2012.04.052
14318,F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CC#N,36.0,384.0,514.0,https://doi.org/10.1016/j.tet.2012.04.052
14321,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CCCCCC,1.89,427.0,515.0,https://doi.org/10.1016/j.tet.2012.04.052
14322,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1CCCCC1,2.02,429.0,517.0,https://doi.org/10.1016/j.tet.2012.04.052
14323,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1CCOC1,7.47,404.0,537.0,https://doi.org/10.1016/j.tet.2012.04.052
14325,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1COCCO1,2.27,387.0,510.0,https://doi.org/10.1016/j.tet.2012.04.052
14326,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CC#N,36.0,363.0,498.0,https://doi.org/10.1016/j.tet.2012.04.052
14329,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,C1CCCCC1,2.02,435.0,438.3950112,https://doi.org/10.1016/j.cplett.2012.03.108
14330,CC(C)(C)C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1CCCCC1,2.02,455.0,459.8849198,https://doi.org/10.1016/j.cplett.2012.03.108
14331,C[Si](C)(C)C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1CCCCC1,2.02,459.0,465.4722961,https://doi.org/10.1016/j.cplett.2012.03.108
14332,C[Si](C)(C)C#CC#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1CCCCC1,2.02,470.0,477.0768467,https://doi.org/10.1016/j.cplett.2012.03.108
14333,O=C1c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc21,C1CCOC1,7.47,337.0,360.0,https://doi.org/10.1016/j.dyepig.2016.02.023
14334,CC(=O)c1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C(C)=O)cc4)ccc2-3)cc1,C1CCOC1,7.47,343.0,375.0,https://doi.org/10.1016/j.dyepig.2016.02.023
14335,O=Cc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C=O)cc4)ccc2-3)cc1,C1CCOC1,7.47,344.0,371.0,https://doi.org/10.1016/j.dyepig.2016.02.023
14336,COC(=O)c1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C(=O)OC)cc4)ccc2-3)cc1,C1CCOC1,7.47,342.0,366.0,https://doi.org/10.1016/j.dyepig.2016.02.023
14364,C(=C/c1c2ccccc2cc2ccccc12)\c1c2ccccc2cc2ccccc12,C1CCOC1,7.47,400.0,650.0,https://doi.org/10.1016/j.jlumin.2017.02.057
14366,C(=C/c1cc2ccccc2c2ccccc12)\c1c2ccccc2cc2ccccc12,C1CCOC1,7.47,388.0,510.0,https://doi.org/10.1016/j.jlumin.2017.02.057
14368,C(=C/c1cc2ccccc2c2ccccc12)\c1cc2ccccc2c2ccccc12,C1CCOC1,7.47,340.0,416.0,https://doi.org/10.1016/j.jlumin.2017.02.057
14374,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cccnc21,CC1CCCO1,5.37,313.0,333.0,https://doi.org/10.1016/j.dyepig.2018.03.066
14375,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccncc21,CC1CCCO1,5.37,307.0,348.0,https://doi.org/10.1016/j.dyepig.2018.03.066
14376,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cnccc21,CC1CCCO1,5.37,305.0,318.0,https://doi.org/10.1016/j.dyepig.2018.03.066
14377,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ncccc21,CC1CCCO1,5.37,314.0,333.0,https://doi.org/10.1016/j.dyepig.2018.03.066
14386,CC(C)(C)c1ccc(C2=C(c3ccc(-n4c5ccccc5c5ccccc54)cc3)S(=O)(=O)c3c2sc(-c2ccc(-n4c5ccccc5c5ccccc54)cc2)c3-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,7.47,419.0,542.0,https://doi.org/10.1016/j.dyepig.2018.04.069
14387,CC(C)(C)c1ccc(C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)S(=O)(=O)c3c2sc(-c2ccc(N(c4ccccc4)c4ccccc4)cc2)c3-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,7.47,463.0,591.0,https://doi.org/10.1016/j.dyepig.2018.04.069
14388,CC(C)(C)c1ccc(C2=C(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)S(=O)(=O)c3c2sc(-c2ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc2)c3-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,7.47,429.0,555.0,https://doi.org/10.1016/j.dyepig.2018.04.069
14389,CC(C)(C)c1ccc(C2=C(c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)S(=O)(=O)c3c2sc(-c2ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc2)c3-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,7.47,403.0,581.0,https://doi.org/10.1016/j.dyepig.2018.04.069
14394,CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,C1CCCCC1,2.02,390.0,499.0,https://doi.org/10.1016/j.jphotochem.2018.05.012
14396,CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,C1CCOC1,7.47,402.0,531.0,https://doi.org/10.1016/j.jphotochem.2018.05.012
14399,CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,CN(C)C=O,37.06,407.0,555.0,https://doi.org/10.1016/j.jphotochem.2018.05.012
14408,O=C1C=C(Nc2ccccc2)CCC1,C1CCCCC1,2.02,295.0,335.0,https://doi.org/10.1016/j.chemphys.2012.01.001
14410,O=C1C=C(Nc2ccccc2)CCC1,C1COCCO1,2.27,302.0,349.0,https://doi.org/10.1016/j.chemphys.2012.01.001
14412,O=C1C=C(Nc2ccccc2)CCC1,CCOCC,4.42,296.0,371.0,https://doi.org/10.1016/j.chemphys.2012.01.001
14416,O=C1C=C(Nc2ccccc2)CCC1,CC(C)O,20.33,307.0,372.0,https://doi.org/10.1016/j.chemphys.2012.01.001
14419,O=C1C=C(Nc2ccccc2)CCC1,CN(C)C=O,37.06,306.0,349.0,https://doi.org/10.1016/j.chemphys.2012.01.001
14420,O=C1C=C(Nc2ccccc2)CCC1,CC#N,36.0,307.0,360.0,https://doi.org/10.1016/j.chemphys.2012.01.001
14443,CCN1c2ccccc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,C1CCOC1,7.47,411.0,569.0,https://doi.org/10.1016/j.saa.2012.04.090
14445,CCN1c2ccccc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CC#N,36.0,409.0,590.0,https://doi.org/10.1016/j.saa.2012.04.090
14446,CCN1c2ccccc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CN(C)C=O,37.06,414.0,590.0,https://doi.org/10.1016/j.saa.2012.04.090
14450,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,C1CCOC1,7.47,429.0,570.0,https://doi.org/10.1016/j.saa.2012.04.090
14452,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CC#N,36.0,431.0,584.0,https://doi.org/10.1016/j.saa.2012.04.090
14453,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CN(C)C=O,37.06,437.0,588.0,https://doi.org/10.1016/j.saa.2012.04.090
14457,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3ccccc32)cc1,C1CCCCC1,2.02,283.0,391.0,https://doi.org/10.1016/j.tet.2012.01.093
14458,CCCCCCCCOc1ccc(C2=C(c3ccc(OCCCCCCCC)cc3)C(C)(C)c3ccccc32)cc1,C1CCCCC1,2.02,281.0,390.0,https://doi.org/10.1016/j.tet.2012.01.093
14459,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3cc(OC)ccc32)cc1,C1CCCCC1,2.02,296.0,398.0,https://doi.org/10.1016/j.tet.2012.01.093
14460,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3cc(-c4ccccc4)ccc32)cc1,C1CCCCC1,2.02,305.0,417.0,https://doi.org/10.1016/j.tet.2012.01.093
14461,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3c2ccc2ccccc32)cc1,C1CCCCC1,2.02,336.0,419.0,https://doi.org/10.1016/j.tet.2012.01.093
14462,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3ccc4ccccc4c32)cc1,C1CCCCC1,2.02,336.0,419.0,https://doi.org/10.1016/j.tet.2012.01.093
14463,COc1ccc(C2=C(c3ccc(OC)cc3)C3(c4ccccc42)c2ccccc2-c2ccccc23)cc1,C1CCCCC1,2.02,314.0,437.0,https://doi.org/10.1016/j.tet.2012.01.093
14464,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3sccc32)cc1,C1CCCCC1,2.02,296.0,433.0,https://doi.org/10.1016/j.tet.2012.01.093
14465,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccccc1-3,C1CCCCC1,2.02,388.0,391.0,https://doi.org/10.1016/j.tet.2012.01.093
14466,CCCCCCCCOc1ccc2c3c(c4ccc(OCCCCCCCC)cc4c2c1)C(C)(C)c1ccccc1-3,C1CCCCC1,2.02,388.0,390.0,https://doi.org/10.1016/j.tet.2012.01.093
14467,COc1ccc2c(c1)C(C)(C)c1c-2c2ccc(OC)cc2c2cc(OC)ccc12,C1CCCCC1,2.02,394.0,398.0,https://doi.org/10.1016/j.tet.2012.01.093
14468,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1cc(-c2ccccc2)ccc1-3,C1CCCCC1,2.02,389.0,392.0,https://doi.org/10.1016/j.tet.2012.01.093
14469,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1c-3ccc2ccccc12,C1CCCCC1,2.02,391.0,396.0,https://doi.org/10.1016/j.tet.2012.01.093
14470,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccc2ccccc2c1-3,C1CCCCC1,2.02,391.0,396.0,https://doi.org/10.1016/j.tet.2012.01.093
14471,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,C1CCCCC1,2.02,386.0,389.0,https://doi.org/10.1016/j.tet.2012.01.093
14472,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1sccc1-3,C1CCCCC1,2.02,391.0,402.0,https://doi.org/10.1016/j.tet.2012.01.093
14479,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,C1CCOC1,7.47,451.0,523.0,https://doi.org/10.1016/j.tetlet.2011.02.088
14480,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CN(C)C=O,37.06,452.0,543.0,https://doi.org/10.1016/j.tetlet.2011.02.088
