Tag,Chromophore,Solvent,abs,emi,epsilon,fast_epsilon
2942,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=CC=C6,O,465.0,521.0,80.36,1.777
2943,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Cl)C=C6,CC1=CC=CC=C1,473.0,549.0,2.43,2.241
2944,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Cl)C=C6,CO,472.0,555.0,33.6,1.764
2945,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Cl)C=C6,CS(=O)C,475.0,566.0,46.71,2.187
2946,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Cl)C=C6,O,480.0,569.0,80.36,1.777
2947,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Br)C=C6,CC1=CC=CC=C1,476.0,548.0,2.43,2.241
2948,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Br)C=C6,CO,472.0,560.0,33.6,1.764
2949,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Br)C=C6,CS(=O)C,476.0,566.0,46.71,2.187
2950,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(Br)C=C6,O,492.0,571.0,80.36,1.777
2951,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(OC)C=C6,CC1=CC=CC=C1,467.0,534.0,2.43,2.241
2952,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(OC)C=C6,CO,462.0,543.0,33.6,1.764
2953,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(OC)C=C6,CS(=O)C,467.0,550.0,46.71,2.187
2954,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(OC)C=C6,O,470.0,563.0,80.36,1.777
2955,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,CC1=CC=CC=C1,486.0,560.0,2.43,2.241
2956,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,CO,482.0,552.0,33.6,1.764
2957,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,CS(=O)C,487.0,585.0,46.71,2.187
2958,CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,O,491.0,588.0,80.36,1.777
2959,CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,CCCCCC,428.0,475.0,1.89,1.891
2960,CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,C1=CC=CC=C1,438.0,507.0,2.4,2.253
2961,CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,C(Cl)(Cl)Cl,443.0,527.0,4.89,2.091
2962,CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,CC#N,441.0,554.0,36.0,1.806
2963,CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,CCO,443.0,587.0,25.0,1.852
2964,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,CCCCCC,350.0,400.0,1.89,1.891
2965,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,CC1=CC=CC=C1,355.0,413.0,2.43,2.241
2966,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,C1CCOC1,358.0,435.0,7.47,1.977
2967,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,CC(=O)C,356.0,473.0,21.36,1.847
2968,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,CC#N,359.0,502.0,36.0,1.806
2969,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,CS(=O)C,368.0,508.0,46.71,2.187
2970,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CCCCCC,383.0,421.0,1.89,1.891
2971,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC1=CC=CC=C1,393.0,449.0,2.43,2.241
2972,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,C1CCOC1,395.0,489.0,7.47,1.977
2973,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC(=O)C,396.0,534.0,21.36,1.847
2974,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC#N,394.0,556.0,36.0,1.806
2975,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CS(=O)C,408.0,558.0,46.71,2.187
2976,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CCCCCC,414.0,461.0,1.89,1.891
2977,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC1=CC=CC=C1,429.0,494.0,2.43,2.241
2978,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,C1CCOC1,432.0,532.0,7.47,1.977
2979,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC(=O)C,427.0,580.0,21.36,1.847
2980,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC#N,429.0,600.0,36.0,1.806
2981,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CS(=O)C,441.0,610.0,46.71,2.187
2982,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CCCCCC,358.0,429.0,1.89,1.891
2983,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC1=CC=CC=C1,367.0,436.0,2.43,2.241
2984,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,C1CCOC1,372.0,452.0,7.47,1.977
2985,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC(=O)C,365.0,470.0,21.36,1.847
2986,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CC#N,365.0,482.0,36.0,1.806
2987,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,CS(=O)C,376.0,492.0,46.71,2.187
2988,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,CCCCCC,410.0,542.0,1.89,1.891
2989,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,CC1=CC=CC=C1,412.0,561.0,2.43,2.241
2990,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,CN(C)C=O,404.0,570.0,37.06,2.045
2991,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,CS(=O)C,405.0,576.0,46.71,2.187
2992,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,CCO,401.0,579.0,25.0,1.852
2993,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,CO,398.0,585.0,33.6,1.764
2994,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,O,403.0,610.0,80.36,1.777
2995,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,421.0,450.0,2.43,2.241
2996,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,425.0,467.0,9.02,2.028
2997,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,C1CCOC1,424.0,469.0,7.47,1.977
2998,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,CC(=O)C,425.0,482.0,21.36,1.847
2999,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,CC#N,421.0,486.0,36.0,1.806
3000,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,427.0,450.0,2.43,2.241
3001,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,431.0,467.0,9.02,2.028
3002,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,C1CCOC1,426.0,469.0,7.47,1.977
3003,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,CC(=O)C,427.0,482.0,21.36,1.847
3004,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,CC#N,430.0,486.0,36.0,1.806
3005,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,430.0,457.0,2.43,2.241
3006,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,432.0,473.0,9.02,2.028
3007,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C1CCOC1,430.0,475.0,7.47,1.977
3008,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC(=O)C,430.0,487.0,21.36,1.847
3009,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC#N,430.0,491.0,36.0,1.806
3010,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,431.0,459.0,2.43,2.241
3011,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,434.0,475.0,9.02,2.028
3012,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C1CCOC1,430.0,479.0,7.47,1.977
3013,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC(=O)C,430.0,490.0,21.36,1.847
3014,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC#N,430.0,493.0,36.0,1.806
3015,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,434.0,459.0,2.43,2.241
3016,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,436.0,475.0,9.02,2.028
3017,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C1CCOC1,431.0,479.0,7.47,1.977
3018,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC(=O)C,432.0,490.0,21.36,1.847
3019,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC#N,432.0,493.0,36.0,1.806
3020,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,431.0,459.0,2.43,2.241
3021,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,437.0,473.0,9.02,2.028
3022,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C1CCOC1,431.0,474.0,7.47,1.977
3023,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC(=O)C,432.0,485.0,21.36,1.847
3024,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC#N,431.0,488.0,36.0,1.806
3025,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,430.0,523.0,2.43,2.241
3026,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,438.0,631.0,9.02,2.028
3027,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C1CCOC1,433.0,630.0,7.47,1.977
3028,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC(=O)C,436.0,490.0,21.36,1.847
3029,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC#N,435.0,487.0,36.0,1.806
3030,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC1=CC=CC=C1,436.0,462.0,2.43,2.241
3031,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C(Cl)Cl,439.0,477.0,9.02,2.028
3032,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,C1CCOC1,436.0,478.0,7.47,1.977
3033,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC(=O)C,435.0,489.0,21.36,1.847
3034,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,CC#N,435.0,493.0,36.0,1.806
3035,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CCCCCC,404.0,458.0,1.89,1.891
3036,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],C(Cl)(Cl)(Cl)Cl,416.0,508.0,2.3,2.132
3037,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CC1=CC=CC=C1,424.0,525.0,2.43,2.241
3038,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],C1COCCO1,425.0,546.0,2.27,2.022
3039,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],C1CCOC1,431.0,568.0,7.47,1.977
3041,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],C(Cl)(Cl)Cl,438.0,637.0,4.89,2.091
3042,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],C(Cl)Cl,439.0,640.0,9.02,2.028
3043,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CC(=O)C,433.0,623.0,21.36,1.847
3044,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CN(C)C=O,446.0,655.0,37.06,2.045
3045,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CS(=O)C,452.0,669.0,46.71,2.187
3046,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CC#N,434.0,671.0,36.0,1.806
3047,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CCO,429.0,634.0,25.0,1.852
3048,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],CO,430.0,643.0,33.6,1.764
3049,COC1=NC2(C(C#N)=C(N)OC3=C2C=CC=C3)C(C4=CC=C(N(C)C)C=C4)=C1C#N,CS(=O)C,427.0,491.0,46.71,2.187
3050,NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCC)=N3,CS(=O)C,427.0,491.0,46.71,2.187
3051,NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCCOCCOCCOC)=N3,CS(=O)C,428.0,491.0,46.71,2.187
3052,NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCCOCCOC)=N3,CS(=O)C,427.0,492.0,46.71,2.187
3053,NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCC(O)CO)=N3,CS(=O)C,427.0,491.0,46.71,2.187
3054,NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(NCCN)=N3,CS(=O)C,415.0,485.0,46.71,2.187
3055,NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(NCCO)=N3,CS(=O)C,414.0,485.0,46.71,2.187
3056,COC1=NC2(C(C#N)=C(N)OC3=C2C4=C(C=CC=C4)C=C3)C(C5=CC=C(N(C)C)C=C5)=C1C#N,CS(=O)C,434.0,496.0,46.71,2.187
3057,COC1=NC2(C(C#N)=C(N)OC3=C2C=CC=C3)C(C4=CC=C(C5=CC=C(N(C)C)C=C5)S4)=C1C#N,CS(=O)C,484.0,635.0,46.71,2.187
3058,COC1=NC2(C(C#N)=C(N)OC3=C2C=CC=C3)C(C4=CC5=C(N(CCOCCOCCOC)C6=C(C=CC=C6)S5)C=C4)=C1C#N,CS(=O)C,444.0,634.0,46.71,2.187
3059,NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC5=C(N(CCOCCOCCOC)C6=C(C=CC=C6)S5)C=C4)=C(C#N)C(NCCN)=N3,CS(=O)C,427.0,616.0,46.71,2.187
3060,O=C(CC)C1=CC=C(C=C(N(C)C)C=C2)C2=C1,O,358.0,525.0,80.36,1.777
3061,O=C(CC)C1=CC=C(C=C(N(C)C)C=C2)C2=C1,CC#N,352.0,457.0,36.0,1.806
3062,CN(C)C1=CC2=CC=C(C#C)C=C2C=C1,O,314.0,437.0,80.36,1.777
3063,CN(C)C1=CC2=CC=C(C#C)C=C2C=C1,CC#N,325.0,424.0,36.0,1.806
3064,CN(C)C1=CC2=CC=C(C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,O,482.0,628.0,80.36,1.777
3065,CN(C)C1=CC2=CC=C(C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,CC#N,424.0,619.0,36.0,1.806
3066,CN(C)C1=CC2=CC=C(C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,O,375.0,528.0,80.36,1.777
3067,CN(C)C1=CC2=CC=C(C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,CC#N,360.0,475.0,36.0,1.806
3068,CN(C)C1=CC2=CC=C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,O,350.0,523.0,80.36,1.777
3069,CN(C)C1=CC2=CC=C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,CC#N,348.0,456.0,36.0,1.806
3070,CN(C)C1=CC2=CC=C(/C=C/C3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,O,356.0,599.0,80.36,1.777
3071,CN(C)C1=CC2=CC=C(/C=C/C3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,CC#N,367.0,500.0,36.0,1.806
3072,CN(C)C1=CC2=CC=C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,O,341.0,433.0,80.36,1.777
3073,CN(C)C1=CC2=CC=C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,CC#N,360.0,417.0,36.0,1.806
3074,O=CC1=C2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=C(C6=CC=CC=C6)N2C7=C1C=CC=C7,CS(=O)C,400.0,538.0,46.71,2.187
3075,O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=CC=C7,CS(=O)C,417.0,537.0,46.71,2.187
3076,O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=CC=C7,CS(=O)C,417.0,544.0,46.71,2.187
3077,O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=C(Br)C=C7,CS(=O)C,415.0,533.0,46.71,2.187
3078,O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=C(Br)C=C7,CS(=O)C,413.0,536.0,46.71,2.187
3079,O=CC1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=C(OC)C=C7,CS(=O)C,407.0,535.0,46.71,2.187
3080,O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=C(OC)C=C7,CS(=O)C,410.0,535.0,46.71,2.187
3081,O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=C(OC)C=C7,CS(=O)C,408.0,538.0,46.71,2.187
3082,O=C(C)C1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=CC=C7,CS(=O)C,415.0,585.0,46.71,2.187
3083,O=C(C)C1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=CC=C7,CS(=O)C,413.0,584.0,46.71,2.187
3084,O=C(C)C1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=CC=C7,CS(=O)C,413.0,588.0,46.71,2.187
3085,O=CC1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=C(OCC8=CC=CC=C8)C=C7,CS(=O)C,408.0,560.0,46.71,2.187
3086,O=CC1=C2N(C(CC)=C(C(CC)=C2CC)CC)C3=C1C=CC=C3,CS(=O)C,409.0,483.0,46.71,2.187
3087,O=CC1=C2N(C(CC)=C(C(CC)=C2CC)CC)C3=C1C=C(Br)C=C3,CS(=O)C,408.0,478.0,46.71,2.187
3088,O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=CC=C3,CS(=O)C,410.0,484.0,46.71,2.187
3089,O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=C(Br)C=C3,CS(=O)C,409.0,480.0,46.71,2.187
3090,O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=C(OC)C=C3,CS(=O)C,401.0,485.0,46.71,2.187
3091,O=C1N(CCOCCOCCOC)C(C2=CC=C(OC)C=C2)=C3C1=C(C4=CC=C(OC)C=C4)N(CCOCCOCCOC)C3=O,O,473.0,527.0,80.36,1.777
