SoluteSMILES,SolventSMILES,DeltaGsolv
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4SC5=CC=CC=C5)(C)OC4=C(C#N)\C#N,C1CCOC1,169.0
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4SC5=CC=CC=C5)(C)OC4=C(C#N)\C#N,C(Cl)Cl,177.0
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4SC5=CC=CC=C5)(C)OC4=C(C#N)\C#N,CC(=O)C,208.0
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4SC5=CC=CC=C5)(C)OC4=C(C#N)\C#N,CS(=O)C,205.0
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4C#N)(C)OC4=C(C#N)\C#N,C1CCCCC1,54.0
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4C#N)(C)OC4=C(C#N)\C#N,CC1=CC=CC=C1,106.0
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4C#N)(C)OC4=C(C#N)\C#N,C1CCOC1,179.0
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4C#N)(C)OC4=C(C#N)\C#N,C(Cl)Cl,181.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6S(C7=CC=CC=C7)(=O)=O)(C)OC6=C(C#N)\C#N,C1CCCCC1,88.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6S(C7=CC=CC=C7)(=O)=O)(C)OC6=C(C#N)\C#N,CC1=CC=CC=C1,179.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6S(C7=CC=CC=C7)(=O)=O)(C)OC6=C(C#N)\C#N,C1CCOC1,272.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6S(C7=CC=CC=C7)(=O)=O)(C)OC6=C(C#N)\C#N,C(Cl)Cl,290.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6SC7=CC=CC=C7)(C)OC6=C(C#N)\C#N,C1CCCCC1,78.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6SC7=CC=CC=C7)(C)OC6=C(C#N)\C#N,CC1=CC=CC=C1,155.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6SC7=CC=CC=C7)(C)OC6=C(C#N)\C#N,C1CCOC1,244.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6SC7=CC=CC=C7)(C)OC6=C(C#N)\C#N,C(Cl)Cl,259.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6SC7=CC=CC=C7)(C)OC6=C(C#N)\C#N,CC(=O)C,309.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6SC7=CC=CC=C7)(C)OC6=C(C#N)\C#N,CS(=O)C,317.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6C#N)(C)OC6=C(C#N)\C#N,C1CCCCC1,80.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6C#N)(C)OC6=C(C#N)\C#N,CC1=CC=CC=C1,177.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6C#N)(C)OC6=C(C#N)\C#N,C1CCOC1,281.0
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6C#N)(C)OC6=C(C#N)\C#N,C(Cl)Cl,268.0
O=C(C1=CC(CC)=CC=C1OC/2C(C)(C)C(OC)=O)C2=C/NS(=O)(C3=CC=C(C)C=C3)=O,CC#N,127.0
O=C(C1=CC(CC)=CC=C1OC/2C(C)(C)C(OC)=O)C2=C/NS(=O)(C3=CC=C(C)C=C3)=O,C1CCCCC1,117.0
O=C(C1=CC(C)=CC=C1OC/2C(C)(C)C(OC)=O)C2=C/NS(=O)(C3=CC=C(C)C=C3)=O,CC#N,88.0
O=C(C1=CC(C)=CC=C1OC/2C(C)(C)C(OC)=O)C2=C/NS(=O)(C3=CC=C(C)C=C3)=O,C1CCCCC1,115.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,CC1=CC=CC=C1,100.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,C(Cl)(Cl)Cl,143.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,C1CCOC1,166.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,C(Cl)Cl,175.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,CC(=O)C,225.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N(CN5C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C5C(OCC)=O)C6=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,15.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N(CN5C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C5C(OCC)=O)C6=C4C3=CC=C2C(N(C)C)=O,C(Cl)Cl,20.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N(CN5C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C5C(OCC)=O)C6=C4C3=CC=C2C(N(C)C)=O,CO,60.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CC5)=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,35.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CC5)=C4C3=CC=C2C(N(C)C)=O,C(Cl)Cl,65.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CC5)=C4C3=CC=C2C(N(C)C)=O,CO,85.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CCC5)=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,25.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CCC5)=C4C3=CC=C2C(N(C)C)=O,C(Cl)Cl,49.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CCC5)=C4C3=CC=C2C(N(C)C)=O,CO,69.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N(CN7C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C7C(OCC)=O)C8=C6C5=CC=C4C1=O,CC1=CC=CC=C1,13.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N(CN7C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C7C(OCC)=O)C8=C6C5=CC=C4C1=O,C(Cl)Cl,38.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N(CN7C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C7C(OCC)=O)C8=C6C5=CC=C4C1=O,CO,88.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CC7)=C6C5=CC=C4C1=O,CC1=CC=CC=C1,28.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CC7)=C6C5=CC=C4C1=O,C(Cl)Cl,53.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CC7)=C6C5=CC=C4C1=O,CO,123.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CCC7)=C6C5=CC=C4C1=O,CC1=CC=CC=C1,31.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CCC7)=C6C5=CC=C4C1=O,C(Cl)Cl,71.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CCC7)=C6C5=CC=C4C1=O,CO,131.0
C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(N4)C(C=C5B4C6=C(C=CC(N(C7=CC=CC=C7)C8=CC=CC=C8)=C6)C(C9=CC=CC=C9)=C5C%10=CC=CC=C%10)=C1,CCCCCC,45.0
C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(N4)C(C=C5B4C6=C(C=CC(N(C7=CC=CC=C7)C8=CC=CC=C8)=C6)C(C9=CC=CC=C9)=C5C%10=CC=CC=C%10)=C1,CC1=CC=CC=C1,67.0
F[B-]([N+]1=CC=CC1=C2)(F)N3C2=CC=C3,CCOC(=O)C,9.5
F[B-](N1C2=CC=C1)(F)N3C(C2=[NH2+])=CC=C3,CCOC(=O)C,38.0
F[B-]([N+]1=CC=CC1=C2N)(F)N3C2=CC=C3,CCOC(=O)C,38.0
F[B-](N1C2=CC=C1)(F)N3C(/C2=[NH+]\C)=CC=C3,CCOC(=O)C,46.0
F[B-]([N+]1=CC=CC1=C2NC)(F)N3C2=CC=C3,CCOC(=O)C,46.0
F[B-](N1C2=CC=C1)(F)N3C(/C2=[NH+]\CC#C)=CC=C3,CCOC(=O)C,61.0
F[B-]([N+]1=CC=CC1=C2NCC#C)(F)N3C2=CC=C3,CCOC(=O)C,61.0
F[B-](N1C2=CC=C1)(F)N3C(/C2=[NH+]\CC=C)=CC=C3,CCOC(=O)C,54.5
F[B-]([N+]1=CC=CC1=C2NCC=C)(F)N3C2=CC=C3,CCOC(=O)C,54.5
F[B-](N1C2=CC=C1)(F)N3C(/C2=[N+](C)\C)=CC=C3,CCOC(=O)C,45.5
F[B-]([N+]1=CC=CC1=C2N(C)C)(F)N3C2=CC=C3,CCOC(=O)C,45.5
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)S3,CC#N,70.0
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)O3,CC#N,61.0
O(C)C1OC(C2N(C)N=C3C=CC=CC=23)=CC=1,CC#N,79.0
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(C)=O)O3,CC#N,73.0
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C=O)O3,CC#N,77.0
O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=C4,CC#N,74.0
O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=N4,CC#N,75.0
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(OCC)=O)O3,CC#N,54.0
CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)S3,CC#N,65.0
CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)O3,CC#N,48.0
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(NC)=O)S3,CC#N,78.0
CN1N=C2C(C=CC=C2)=C1C3=CC=C(O3)/C=C(C#N)/C#N,CC#N,98.0
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C,CC#N,77.0
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C,CC#N,69.0
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(OC)O3,CC#N,83.0
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(C)=O,CC#N,95.0
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C=O,CC#N,102.0
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(OCC)=O,CC#N,77.0
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C=O,CC#N,128.0
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(S3)C,CC#N,103.0
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C,CC#N,90.0
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(OC)O3,CC#N,91.0
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(C)=O,CC#N,175.0
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C=O,CC#N,191.0
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(OCC)=O,CC#N,136.0
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C,CC#N,103.0
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C,CC#N,95.0
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(OC)O3,CC#N,118.0
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(C)=O,CC#N,48.0
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C=O,CC#N,54.0
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(OCC)=O,CC#N,90.0
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C=O,CC#N,122.0
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(O3)C=O,CC#N,145.0
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(S3)C(C)=O,CC#N,157.0
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC4=C(S3)C=CC=C4,CC#N,182.0
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CN(CC4=CC=CC=C4)C=C3,CC#N,203.0
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CN(C)C4=C3C=CC=C4,CC#N,232.0
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)C,CC#N,95.0
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)CO,CC#N,94.0
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC4=C(O3)C=CC=C4,CC#N,81.0
F[B-](F)(N1C2=CC=C1)[N+]3=C(C4=CC=C([N+]([O-])=O)C=C4)C=CC3=C2C5=CC=C(C=C5)C(OC(C6=CC=CC=C6)=O)C(NC(C)(C)C)=O,CC#N,30.5
F[B-](F)(N1C2=CC=C1)[N+]3=C(C4=CC=C([N+]([O-])=O)C=C4)C=CC3=C2C5=CC(F)=C(C=C5)C(OC(C6=CC=CC=C6)=O)C(NC(C)(C)C)=O,CC#N,29.0
F[B-]1(F)N2C=CC=C2C(C3=CC(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)=CC=C3)=C5[N+]1=C(C6=CC=C([N+]([O-])=O)C=C6)C=C5,CC#N,29.0
F[B-]1(F)N2C=CC=C2C(C3=CC=C(C(OC(C4=CC=C(C(F)(F)F)C=C4)C(NC(C)(C)C)=O)=O)C=C3)=C5[N+]1=C(C6=CC=C([N+]([O-])=O)C=C6)C=C5,CC#N,30.5
CNC1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,CCOCC,95.0
CNC1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,CN(C)C=O,206.0
CN(C(C)=O)C1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,CCOCC,136.0
F[B-]1(OC(C2=CC=C(C=C2)OC)=CC(C3=CC=C(C4=C3)N(C5=C4C=CC=C5)CC)=[O+]1)F,C(Cl)Cl,69.0
F[B-]1(OC(C)=CC(C2=CC=C(C3=C2)N(C4=C3C=CC=C4)CC)=[O+]1)F,C(Cl)Cl,89.0
F[B-]1(OC(C)=CC(C2=CC=C(C3=C2)N(C4=C3C=C(C=C4)C5=[O+][B-](F)(OC(C)=C5)F)CC)=[O+]1)F,C(Cl)Cl,33.0
F[B-]1(OC(C2=CC3=C(C=C2)N(CC)C4=C3C=CC=C4)=CC(C5=CC=C(C6=C5)N(C7=C6C=CC=C7)CC)=[O+]1)F,C(Cl)Cl,46.0
O=C(C1=CC(C#CC2=CC=CC=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=CC=C4)C4=C3)OCC,C(Cl)Cl,60.0
O=C(C1=CC(C#CC2=CC=CC=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=C(N4CCC4)C=C5)C5=C3)OCC,C(Cl)Cl,213.0
O=C(C1=CC(C#CC2=CC=C([N+]([O-])=O)C=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=C(N4CCC4)C=C5)C5=C3)OCC,C1COCCO1,178.0
FS(F)(F)(F)(F)C1=CC=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1,C(Cl)Cl,102.0
FS(F)(F)(F)(F)C1=CC=C(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1,C(Cl)Cl,102.0
FS(F)(F)(F)(F)C1=CC=C(C#CC2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1,C(Cl)Cl,92.0
FS(F)(F)(F)(F)C1=CC=C(C#CC(C=C2)=CC=C2C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1,C(Cl)Cl,112.0
FS(F)(F)(F)(F)C1=CC=C(/C=C/C(C=C2)=CC=C2/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1,C(Cl)Cl,125.0
FS(F)(F)(F)(F)C1=CC=C(C#CC2=CC=C(S2)C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1,C(Cl)Cl,111.0
C12=C(NC=C2)C=CC3=C1N=C(C4=CC=CC=C4)O3,CC1=CC=CC=C1,68.0
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,C(Cl)(Cl)Cl,133.0
CN(C)C1=CC=C(C(C=CC(C(C2=CN(C3CC(O)C(CO)O3)N=N2)=O)=C4)=C4C5(C)C)C5=C1,C(Cl)(Cl)Cl,146.0
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,C(Cl)(Cl)Cl,135.0
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCC[N+](C)(CCCS(=O)([O-])=O)CCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,C(Cl)(Cl)Cl,157.0
C1(/C=C/C2=C(C=CC3=C4C(C=C5)=CC=C3)C4=C5C=C2)=C(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)C=CC=C1,C(Cl)Cl,138.0
C1(/C=C/C2=C(C=CC3=C4C(C=C5)=CC=C3)C4=C5C=C2)=CC=CC(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)=C1,C(Cl)Cl,98.0
C1(/C=C/C2=C(C=CC3=C4C(C=C5)=CC=C3)C4=C5C=C2)=CC=C(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)C=C1,C(Cl)Cl,100.0
C1(/C=C\C2=CC=C(C=C3)C4=C2C=CC5=CC=CC3=C45)=CC=C(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)C=C1,C(Cl)Cl,80.0
NC1=CC=C(C2=CC=C(N)C=C2)C=C1,C(Cl)Cl,98.0
NC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,C(Cl)Cl,83.0
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,C(Cl)Cl,83.0
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,C(Cl)Cl,76.0
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,C(Cl)Cl,89.0
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,C(Cl)Cl,72.0
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,C(Cl)Cl,54.0
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,CC1=CC=CC=C1,49.0
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,CC1=CC=CC=C1,83.0
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,CC1=CC=CC=C1,79.0
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,CC1=CC=CC=C1,92.0
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,CC1=CC=CC=C1,135.0
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,CC1=CC=CC=C1,76.0
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,CC1=CC=CC=C1,42.0
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,CC1=CC=CC=C1,43.0
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,CC1=CC=CC=C1,76.0
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,CC1=CC=CC=C1,45.0
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,CC1=CC=CC=C1,64.0
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,CC1=CC=CC=C1,76.0
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,CC1=CC=CC=C1,64.0
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,CC1=CC=CC=C1,84.0
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,C(Cl)Cl,47.0
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,C(Cl)Cl,69.0
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,C(Cl)Cl,108.0
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,C(Cl)Cl,68.0
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,C(Cl)Cl,97.0
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,C(Cl)Cl,104.0
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,C(Cl)Cl,119.0
CC1=CC(C2=CC(/C=C/C3=CC=C(N4CCCC4)C=C3)=CC=N2)=NC=C1,C(Cl)Cl,75.0
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N(CCCC)CCCC)=C1,C(Cl)Cl,127.0
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N4CCCC4)=C1,C(Cl)Cl,169.0
